name,lat,lng,neighborhood,address,website_url
Metzplatz,52.459162,13.3874582,Tempelhof-Schöneberg,"Metzplatz, 12099, Berlin",
"MGH KiezKultur, Herbartstr. linker Nebeneingang 25 14057 Berlin",52.51,13.285,,,
Mierendorffplatz,52.5263437,13.3047721,,"Mierendorffplatz, 10589, Berlin",
Mierendorffstraße/Tegeler Weg,52.5277092,13.305226,Charlottenburg-Wilmersdorf,"10589, Berlin",
Mies van der Rohe Haus,52.5491617,13.4905287,Lichtenberg,"Oberseestraße 60, 13053, Berlin",
"migas, a listening bar",52.5437369,13.367712,Berlin,Lindower Straße 19 13347 Berlin,
Mime Centrum Berlin,52.5035616,13.4241597,,"Mariannenplatz 2, 10997 Berlin",
Mindspace Krausenstraße,52.5093952,13.3911163,,"Krausenstraße 9-10, 10117 Berlin",
Minimal Bar,52.5164827,13.4639097,Berlin,Rigaer Strasse 31; Friedrichshain; 10247 Berlin; Germany,
MINT-Heldinnen INGenius-Space,52.5138528,13.3258103,,"Straße des 17. Juni 136, Berlin",
Misirlou,52.5423488,13.4208673,Berlin,"Dunckerstraße 10, 10437 Berlin, Germany",
MitKunstZentrale SATELLIT,52.5264732,13.4274133,,"Weinstr. 11, Berlin",
Mitte Museum,52.5510219,13.3800755,Mitte,"Pankstraße 47, 13357, Berlin",
Mittelpunktbibliothek Adalbertstraße Wilhelm-Liebknecht-/Namik-Kemal-Bibliothek,52.4998314,13.4185013,Friedrichshain-Kreuzberg,"Adalbertstraße 2, 10999, Berlin",
Mittelpunktbibliothek Ehm Welk,52.5462021,13.5915108,Marzahn-Hellersdorf,"Alte Hellersdorfer Straße 125, 12629, Berlin",
"Mittelpunktbibliothek Schöneberg ""Theodor-Heuss-Bücherei""",52.4838964,13.3510103,Tempelhof-Schöneberg,"Hauptstraße 40, 10827, Berlin",
Möbel-Olfe,52.495,13.425,Berlin,"Reichenberger Str. 177, 10999 Berlin, Germany",
Mobiles Familienzentrum Friedenau,52.4680081,13.3418144,,"Cranachstraße 7, Berlin",
Modus Berlin,52.5026229,13.4081406,Berlin,"Ritterstraße 24-27, 10969 Berlin",
Molkenmarkt,52.5167422,13.4095495,Mitte,,
Mom's Limousine Service,52.5202628,13.3930814,Berlin,"Georgenstrasse 184, 10117 Berlin",
Monarch,52.499,13.421,Berlin,Skalitzer Strasse 134; Kreuzberg; 10999 Berlin; Germany,
Monarch Bar,52.4992921,13.4194699,,"Skalitzer Straße 134, 10999 Berlin",
Monopol,52.5711856,13.379784,Berlin,"Provinzstraße 40-44, 13409 Berlin, Germany",
Morphine Raum,52.499,13.435,Berlin,"Köpenicker Straße 147, Hinterhof 1. Etage, 10997 Berlin",
MotionLab.Berlin,52.4936476,13.448235,,"Bouchéstraße 12 #Halle 20, 12435 Berlin",
Mouse & Bear Books,52.5080437,13.4667893,,"Boxhagener Straße 51, Berlin",
Moviemento Kino,52.4903342,13.4234006,,"Kottbusser Damm 22, Berlin",
Möwensee-Schule,52.5548181,13.3347406,Mitte,"Afrikanische Str. 123, 13351, Berlin",
Museum Barberini,52.395233,13.0618998,,"Humboldtstr. 5-6, 14467 Potsdam",
Museum Barberini Potsdam,52.3959562,13.0610696,,"Alter Markt, Potsdam",
Museum Charlottenburg-Wilmersdorf in der Villa Oppenheim,52.5161776,13.2980758,Charlottenburg-Wilmersdorf,"Schloßstr. 55, 14059, Berlin",
Museum Ephraim-Palais,52.5158704,13.4071942,,"Poststraße 16, Berlin",
Museum für Kommunikation,52.5099308,13.3872552,,"Leipziger Str. 16, 10117 Berlin",
Museum für Kommunikation Berlin,52.5099308,13.3872552,,"Leipziger Str. 16, Berlin",
Museum für Naturkunde Berlin,52.5304903,13.3791152,,"Invalidenstr. 43, Berlin",
Museum Knoblauchhaus,52.5163822,13.4069252,,"Poststraße 23, Berlin",
Museum Lichtenberg im Stadthaus,52.5028926,13.4809873,Lichtenberg,"Türrschmidtstr. 24, 10317, Berlin",
Museum Nikolaikirche,52.5168271,13.4075123,,"Nikolaikirchplatz, Berlin",
Museum Pankow,52.5642159,13.4024573,,"Heynstr. 8, 13187 Berlin",
Museum Pankow - Kultur- und Bildungszentrum Sebastian Haffner,52.5333155,13.4202437,Pankow,"Prenzlauer Allee 227/228, 10405, Berlin",
Museum Pankow / Haffner Zentrum,52.5333155,13.4202437,,"Prenzlauer Allee 227-228, Berlin",
"Museum Pankow, Standort Heynstraße",52.5642159,13.4024573,Pankow,"Heynstraße 8, 13187, Berlin",
Museum Reinickendorf,52.6154573,13.3186825,,"Alt-Hermsdorf 35, 13467 Berlin",
Museum Treptow,52.443532,13.5022688,Treptow-Köpenick,"Sterndamm 102, 12487 , Berlin",
museumfuernaturkunde.berlin,52.5304,13.3797,,,
Museumsdorf Düppel,52.4254973,13.2333054,,"Clauertstraße 11, Berlin",
Museumsinsel,52.5172626,13.3988844,,,
Museumsinsel Berlin,52.5180166,13.3993794,,,
Museumspark Rüdersdorf,52.4758497,13.7780451,,"Heinitzstr. 9, Rüdersdorf",
Musikbrauerei,52.5306542,13.4286665,,"Greifswalder Str. 23 a, Berlin",
Musikinstrumenten-Museum,52.5104782,13.3708207,,"Ben-Gurion-Straße 1, Berlin",
musikplus! - Musikschule am Lietzensee,52.5040103,13.2947073,,"Friedbergstr. 23, Berlin",
Musikschule,52.5132499,13.2709747,Charlottenburg-Wilmersdorf,"Platanenallee 16, 14050, Berlin",
Musikschule Béla Bartók,52.5752855,13.4099938,Pankow,"Am Schloßpark 20, 13187, Berlin",
"Musikschule Béla Bartók, Standort Senefelderstr.",52.5405442,13.4235188,Pankow,"Senefelderstr. 6, 10435, Berlin",
"Musikschule Béla Bartók, Standort Weißensee",52.555,13.47,Pankow,"Bizetsraße 27, 13088, Berlin",
"Musikschule City West, Platanenallee, Raum 008",52.5132499,13.2709747,Charlottenburg-Wilmersdorf,"Platanenallee 16, 14050, Berlin",
Musikschule Köpenick,52.4480138,13.5765416,Treptow-Köpenick,"Freiheit 15, 12555, Berlin",
"Musikschule, Konzertsaal",52.5132499,13.2709747,Charlottenburg-Wilmersdorf,"Platanenallee 16, 14050, Berlin",
Muting The Noise,52.4940352,13.3980598,Berlin,"Blücherstrasse 22, 10961 Berlin, Germany",
Myer’s Hotel,52.5312795,13.4178789,Pankow,"Metzer Straße  26, 10405 , Berlin",
MySenses – Raum für Bewegung,52.5320157,13.4251685,,"Immanuelkirchstraße 11, Berlin",
n.b.k.,52.5277487,13.3862025,,"Chausseestr. 128-129, 10115 Berlin",
"Nachbarschafts- und Familienzentrum ""Kiek in""",52.5703933,13.571178,Marzahn-Hellersdorf,"Rosenbecker Str. 25-27, 12689, Berlin",
Nachbarschaftshaus am Lietzensee,52.5039867,13.2866508,,,
Nachbarschaftshaus Friedenau,52.4664204,13.3345426,,"Holsteinische Str. 30, 12161 Berlin",
Nachbarschaftshaus Rabenhaus e.V.,52.4546904,13.5793944,Treptow-Köpenick,"Puchanstraße 9, 12555, Berlin",
Nachbarschaftshaus Urbanstraße,52.4929721,13.4075946,,,
Natur Park Schöneberger Südgelände,52.4586407,13.3550907,,"Priesterweg/Prellerweg, Berlin",
Natur Park Südgelände,52.459052,13.3564641,,,
Naturhof Berlin-Malchow,52.579072,13.4817486,,"Dorfstr. 35, Berlin",
Naturkundemuseum Potsdam,52.3959364,13.0508159,,"Breite Straße 13, Potsdam",
Naturschutzstation Malchow,52.579072,13.4817486,Lichtenberg,"Dorfstr. 35, 13051, Berlin",
Naturschutzzentrum Ökowerk,52.4918202,13.2361335,,"Teufelsseechaussee 22, Berlin",
Naturschutzzentrum Schleipfuhl,52.5297177,13.6118636,,"Hermsdorfer Str. 11 A, Berlin",
Neue Kant Kinos,52.5067663,13.3084282,,"Kantstrasse 54, Berlin",
Neue Nationalgalerie,52.5070409,13.3676212,,"Potsdamer Str. 50, 10785 Berlin",
Neue Schönholzer Str. 3,52.5685306,13.4014993,,"Neue Schönholzer Straße 3, 13187 Berlin",
Neue Zukunft,52.4975412,13.4659139,,"Alt-Stralau 68, 10245 Berlin",
"Neuer Garten, Marmorpalais",52.4220341,13.0697261,,"Im Neuen Garten 10, Potsdam",
Neuer Marstall,52.5163002,13.4039255,,,
Neues Museum,52.520862,13.3982661,,"Bodestr. 1–3, 10178 Berlin",
Neues Palais,52.3987125,13.0127319,,"Park Sanssouci, 14469 Potsdam",
Neuköllner Oper,52.4775631,13.439333,,"Karl-Marx-Str. 131-133, 12043 Berlin",
Neustädter Gestüte,52.8466,12.4505,,,
Nikolaisaal Potsdam,52.3964,13.0613,,"Wilhelm-Staab-Straße 10-11, Potsdam",
Nikolaiviertel Berlin-Mitte,52.5167871,13.4067728,,,
NIRGENDWO Umwelt- & Kulturort,52.508773,13.4472246,,"Helsingforser Str. 10, Berlin",
NochMall,52.5688812,13.327874,,"Auguste-Viktoria-Allee 99, 13403 Berlin",
Nollendorfplatz,52.4995972,13.3537297,,"Nollendorfplatz, 10777 Berlin",
Nostitzstraße 6-7,52.4933385,13.3908155,,"Nostitzstraße 6-7, 10961 Berlin",
Nourished Collective,52.4881765,13.4603813,,"Moosdorfstraße 7-9, 12435 Berlin",
Nowkoelln Flowmarkt,52.4875,13.426,Neukölln,"Maybachufer, 12047 Berlin",
Oberlin-Seminar,52.4367396,13.3128155,Steglitz-Zehlendorf,"Tietzenweg 130, 12203, Berlin",
Oblomov Kreuzkoelln,52.4899923,13.4260483,,"Lenaustraße 7, 12047 Berlin",
Offenes Wohnzimmer,52.5290197,13.3329358,,"Waldenserstraße 13, 10551 Berlin",
OHM,52.5106807,13.419484,Berlin,"Köpenicker Str. 70, 10179 Berlin, Germany",
Ohma Studio,52.5131703,13.4570035,,"Boxhagener Straße 110, 10245 Berlin",
Ökomarkt Chamissoplatz,52.4886,13.3897,Kreuzberg,"Chamissoplatz, Kreuzberg",
Ökowerk,52.4918202,13.2361335,,,
Olivaer Platz,52.4994489,13.3146303,Charlottenburg-Wilmersdorf,"Olivaer Pl., 10707, Berlin",
Olympiastadion Berlin,52.5145846,13.2398144,Charlottenburg-Wilmersdorf,"Olympischer Platz 3, 14053, Berlin",
online,52.503362,13.4366916,Mitte,,
Online,52.503362,13.4366916,Charlottenburg-Wilmersdorf,,
Online ( Berlin Steglitz-Zehlendorf),52.4109359,13.2758801,Steglitz-Zehlendorf,,
Online Veranstaltung Ernährungsstrategie,52.4858707,13.3428545,Tempelhof-Schöneberg,"Salzburger Straße 21-25, 10825, Berlin",
Orangerie Neukólln,52.4708958,13.4368213,,,
Orangerie Neukölln,52.4707745,13.4368053,Berlin,"Schierker Str. 8, 12051 Berlin, Germany",
Orania.Berlin,52.5022769,13.4169251,,"Oranienpl. 17, 10999 Berlin",
Oranienburger Str. 4,52.5240124,13.4010721,,"Oranienburger Straße 4, 10178 Berlin",
Oranienstraße,52.5015766,13.4182217,,"Oranienstr., Berlin",
OST,52.4970527,13.4650639,Berlin,"Alt-Stralau, 1-2 Friedrichshain 10245",
Ostseestraße,52.5507815,13.4325125,Pankow,"Ostseestraße 23, 10409, Berlin ",
Other Nature,52.4926909,13.3821342,,"Yorckstraße 75, 10965 Berlin",
Otto-von-Guericke-Oberschule,52.4923981,13.3052388,Charlottenburg-Wilmersdorf,"Eisenzahnstraße 47, 10709, Berlin",
Outdoor,52.4849722,13.4964701,Marzahn-Hellersdorf,,
OXI,52.5076121,13.4749435,Berlin,"Wiesenweg 1-4, 10365 Berlin",
P61 Gallery,52.501,13.369,Berlin,"Potsdamer Str. 61, 10785 Berlin, Germany",
Pablo-Neruda-Bibliothek,52.514551,13.4570531,Friedrichshain-Kreuzberg,"Frankfurter Allee 14 A, 10247, Berlin",
Pace Gallery,52.4979587,13.3600919,,"Bülowstr. 18, 10783 Berlin",
Paint your Style Charlottenburg,52.5042007,13.3201013,,"Bleibtreustr. 46, Berlin",
Palais Lichtenau,52.4061326,13.0655741,,"Kurfürstenstr. 40, 14467 Potsdam",
PalaisPopulaire,52.5171465,13.3961451,,"Unter den Linden 5, Berlin",
Palast der Künste,52.5803779,13.429358,,"Prenzlauer Promenade 149-152, Berlin",
Palisadenstraße 48,52.5179965,13.4402067,,"Palisadenstraße 48, 10243 Berlin",
Paloma,52.4992586,13.4191407,Berlin,"Skalitzer Str. 135, 10999 Berlin",
Pan Am Lounge,52.5049884,13.3395456,,,
PANDA platforma,52.5395694,13.4136898,,"Knaackstraße 97, (im kleinen Hof der Kulturbrauerei) (im kleinen Hof der Kulturbrauerei), 10435 Berlin",
Panke,52.5449968,13.3742384,Berlin,"Gerichtstraße 23, 13347 Berlin",
Pankebuch,52.569447,13.3991522,,,

# Total: 1000 venues
Pankebuch – Die schönsten Bücher des Nordens,52.569,13.405,,,
Park am Gleisdreieck,52.5016445,13.3722927,,"Ladestraße, Berlin",
Park Inn by Radisson Berlin Alexanderplatz Hotel,52.522811,13.4131023,,"Alexanderplatz 7, 10178 Berlin",
Parkeisenbahn Wuhlheide,52.4581118,13.5434354,,"An der Wuhlheide 189, Berlin",
Parochialkirche,52.5170243,13.4129974,,,
Passionskirche,52.4894811,13.3971822,,"Marheinekeplatz 1, Berlin",
Pastiche,52.484415,13.4384818,Berlin,"Weserstr 46, 12045, Berlin",
Paul Gerhardt Stift zu Berlin,52.5543066,13.3470743,Mitte,"Müllerstraße 56 - 58, 13349, Berlin",
Paul-Heyse-Str. 26,52.5291907,13.4526523,Pankow,"Paul-Heyse-Str. 26, 10407, Berlin ",
Paul-Lincke-Ufer 40,52.49616,13.422081,,"Paul-Lincke-Ufer 40, 10999 Berlin",
Paul-Schneider-Grundschule,52.430855,13.3410694,Steglitz-Zehlendorf,"Seydlitzstraße 30, 12249, Berlin",
Paul-Schneider-Haus,52.5469145,13.2028275,Spandau,"Schönwalder Straße 23, 13585, Berlin",
Pelikan-Haus,52.5011993,13.4117005,,"Ritterstraße 9-10, 10969 Berlin",
Peppi Guggenheim,52.4842307,13.4331894,,,
Pergamonmuseum. Das Panorama,52.5213223,13.3936681,,"Am Kupfergraben 2, Berlin",
PETER EDEL,52.5509153,13.4615708,,,
PETER'S,52.5163,13.389,Berlin,"Am Tacheles, Friedrichstr. 110a, 10117",
Petersburger Pl. 4,52.5212913,13.4496958,,"Petersburger Platz 4, 10249 Berlin",
PETRI Berlin,52.5131655,13.4037848,,"Kleine Gertraudenstraße 8, Berlin",
Petruskirche Lichterfelde,52.4249914,13.3280475,,"Oberhofer Pl. 2, 12209 Berlin",
Pfaueninsel,52.4257234,13.120392,,"Nikolskoer Weg, Berlin",
Pfefferberg Haus 13,52.531842,13.410998,,"Schönhauser Allee 176, 10119 Berlin",
Pfefferberg Theater,52.531674,13.411322,,"Schönhauser Allee 176, Berlin",
Pfefferwerk,52.5315158,13.410782,Pankow,"Christinenstr 18-19, 10119, Berlin",
